CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,INF_600,P601,P602,P603,P604,P605_1,P605_2,P605_3,P605_4,P605_5,P605_6,P605_7,P605_8,P605_9,P605_10,P605_11,P605_12,P606,P607,P608,P609_COD,P611_COD,P612,P613,P614,P614_T,P615_1,P615_2,P615_3,P615_4,P615_5,P615_6,P615_7,P615_8,P615_9,P615_10,P615_11,P615_12,P615_13,P615_14,P615_T,P616,P616A,P617,P618,P619,P620,P621,P622_1,P622_2,P623_1,P623_2,P623_3,P624_1,P624_2,P624_3,P624_4,P625,P625A_COD_DEPA,P625_COD_PROV,P625_COD_DIST,P626,P627,P628,P629,P630,P631,P632_1,P632_2,P632_3,P632_4,P632_5,P632_6,P632_7,P632_8,P632_9,P632_10,P632_I,P633,P634_1,P634_2,P634_3,P634_4,P634_5,P634_6,P634_7,P635,P636,P637_COD,P638_1,P638_1_1,P638_1_2,P638_2,P638_2_1,P638_2_2,P638_3,P638_3_1,P638_3_2,P638_4,P638_4_1,P638_4_2,P639_1,P639_1_1,P639_1_2,P639_1_3,P639_2,P639_2_1,P639_2_2,P639_2_3,POB_MIGRANTE,SEXO,EDAD_SIMPLE,EDAD_QUINQUENAL,OCUP600,PETA1,CONDACTIV,PEA,div,RAMA02A,rama01,rrama,secc,nrama1,nrama2,nrama3,nrama12,GOCUP_PERU,GOCUP_VENEZUELA,GEDAD1,GEDAD2,P625_D,P625_P,M622_1,M622_2,INGTOT,INGTOT_MONETARIO,INGTOT_NO_MONETARIO,factorfinal
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08832,22,1,1,2,1,1,1,6,5,4,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08832,22,1,1,2,1,1,1,6,6,6,1,1, , , , , , , , , , , , , , , , , ,9512,4781,2, ,1,1,0,0,0,9,9,9,9,0,0,0,0,0,0,0,36,1, ,2, ,2, , , , ,600,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,9111,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,5,16,1,1,1,1,47,34,4,3,7,6,4,4,5,9,9,3,4,1,1, , ,600,600,0,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08839,26,1,1,2,1,1,1,4,1,1,1,1, , , , , , , , , , , , , , , , , ,4417,729,3,2,3,100,0,8,8,8,8,8,0,4,4,4,4,4,4,4,68,1, ,1,1,1,3,3,800,0, , , ,500,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,1,3314,2, , ,2, , ,2, , ,2, , ,1,1,2,1,2, , , ,1,2,3,7,1,1,1,1,7,4,1,5,2,3,1,1,2,4,3,2,2,1,1,1600,0,2100,2100,0,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08839,26,1,1,2,1,1,1,4,2,2,1,1, , , , , , , , , , , , , , , , , ,7513,1073,2, ,1,2,6,6,6,6,6,6,6,0,0,0,0,0,0,0,42,1, ,2, ,1, , , , ,500,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,5212,2, , ,2, , ,2, , ,2, , ,1,1,2,1,2, , , ,1,2,3,7,1,1,1,1,10,10,2,1,3,4,2,2,3,7,5,2,2,1,1, , ,500,500,0,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08839,26,1,1,2,1,1,1,4,3,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08839,26,1,1,2,1,1,1,4,4,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,101.163467945398
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08847,34,1,1,2,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,9313,4100,3,2,1,6,0,9,9,9,8,8,5,0,0,0,0,0,0,0,48,1, ,2, ,2,1,2,300,40, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,2,1,5212,2, , ,2, , ,2, , ,2, , ,1,2,3,1,1,1,7,2,1,1,4,10,1,1,1,1,41,33,3,2,6,5,3,3,4,9,5,3,3,1,1,1299,173.2,1472.2,1299,173.2,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08847,34,1,1,2,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,7,2, , , , , , , , , , , , , , , , , , , , , ,2,1,5212,2, , ,2, , ,2, , ,2, , ,1,1,5,1,2, , , ,1,2,4,10,4,1,2, , , , , , , , , , , , ,3,3, , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08847,34,1,1,2,1,1,1,3,3,3,1,1, , , , , , , , , , , , , , , , , ,7513,1071,3,2,1,4,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1, ,2, ,2,1,2,170,18, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,2,4,1,1,1,1,10,8,2,1,3,4,2,2,3,7, ,1,1,1,1,736.1,77.94,814.04,736.1,77.94,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08848,35,1,1,2,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , ,5131,5610,3,2,2,30,8,0,8,0,0,8,8,0,0,0,5,0,0,0,37,2,24,1,1,1,1,2,120,28, , , ,30,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,3,1,3152,2, , ,2, , ,2, , ,2, , ,1,2,3,1,2, , , ,1,2,3,6,1,1,1,1,56,40,5,4,9,8,6,5,8,5,3,2,2,1,1,519.6,121.24,670.84,549.6,121.24,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10804,08848,35,1,1,2,1,1,1,2,2,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10806,08821,6,1,1,2,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,5131,5610,3,1,1,12,9,0,9,9,9,9,9,0,0,0,0,0,0,0,54,1, ,2, ,2,1,3,830,60, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,1,4224,2, , ,2, , ,2, , ,2, , ,1,2,5,1,2, , , ,1,1,3,6,1,1,1,1,56,40,5,4,9,8,6,5,8,5,4,2,2, ,1,1660,120,1780,1660,120,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10806,08821,6,1,1,2,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,2, , , , , , , , , , , , , , , , , , , , , ,3,1,5131,2, , ,2, , ,2, , ,2, , ,1,2,4,1,2, , , ,1,2,3,7,4,1,2, , , , , , , , , , , , ,2,2, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10806,08821,6,1,1,2,1,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08989,1,1,1,1,1,1,1,4,1,1,1,1, , , , , , , , , , , , , , , , , ,7513,1071,2, ,1,1,7,7,0,0,7,7,7,0,0,0,0,0,0,0,35,1, ,2, ,2, , , , ,700,50,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,3,1,5230,2, , ,2, , ,2, , ,2, , ,1,2,4,2,2, , , ,1,2,2,5,1,1,1,1,10,8,2,1,3,4,2,2,3,7,5,1,1,1,1, , ,750,700,50,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08989,1,1,1,1,1,1,1,4,2,2,1,1, , , , , , , , , , , , , , , , , ,5120,5610,3,2,1,6,10,10,10,10,10,10,10,0,0,0,0,0,0,0,70,1, ,1,1,2,1,3,500,450, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,5120,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,3,7,1,1,1,1,56,40,5,4,9,8,6,5,8,5,5,2,2, ,1,1000,900,1900,1000,900,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08989,1,1,1,1,1,1,1,4,3,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08989,1,1,1,1,1,1,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08990,2,1,1,1,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,3322,4741,3,2,1,9,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1, ,2, ,2,1,3,550,0, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,1,7231,2, , ,2, , ,2, , ,2, , ,1,2,4,2,2, , , ,1,1,4,8,1,1,1,1,47,34,4,3,7,6,4,4,5,3,7,2,2, ,1,1100,0,1100,1100,0,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08990,2,1,1,1,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,7,2, , , , , , , , , , , , , , , , , , , , , ,3,1,2352,2, , ,2, , ,2, , ,2, , ,1,2,4,1,2, , , ,1,2,3,7,4,1,2, , , , , , , , , , , , ,2,2, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08990,2,1,1,1,1,1,1,3,3,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,3, , , , , , , , , , , , , , , ,0,0, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1,1,1,1,5,1,1,1,1, , , , , , , , , , , , , , , , , ,2330,8521,3,1,4,110,0,4,4,4,4,4,0,0,0,0,0,0,0,0,20,2,30,2, ,2,1,4,2150,80, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,1,2330,2, , ,2, , ,2, , ,1,4,7000,1,2,4,2,2, , , ,1,1,4,8,1,1,1,1,85,44,9,4,16,8,6,5,10, , ,2,2, ,1,2150,80,2230,2150,80,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1,1,1,1,5,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,1,0,0,0,0,0,0, ,3, , , , , , , ,3,1,2311,2, , ,2, , ,2, , ,2, , ,1,2,3,3,2, , , ,1,2,4,9, , , , , , , , , , , , , , , ,2,2, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1,1,1,1,5,3,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1,1,1,1,5,4,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1,1,1,1,5,5,5,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,0,1,0,0,0,0,0, ,8, , , , , , , ,3,1,5212,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,5,15, , , , , , , , , , , , , , , ,3,4, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08993,17,1,1,1,1,1,1,4,1,1,2, ,2,2,2,2,1,2,2,2,2,2,2,2,2,2, , , ,9411,5610,2, ,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,25,1,1,2, , , , ,450,50,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,1,5212,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,4,9,1,1,1,1,56,40,5,4,9,8,6,5,8,9,5,2,2,1,1, , ,500,450,50,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08993,17,1,1,1,1,1,1,4,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,0,1,0,0,0,0,0, ,4, , , , , , , ,1,1,5212,2, , ,2, , ,2, , ,2, , ,1,2,7,1,2, , , ,1,2,2,4, , , , , , , , , , , , , , , ,1,1, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08993,17,1,1,1,1,1,1,4,3,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08993,17,1,1,1,1,1,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08994,4,1,1,1,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,5212,4752,3,2,1,3,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1, ,2, ,2,1,4,1000,210, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3122,2, , ,2, , ,2, , ,2, , ,1,2,4,1,2, , , ,1,2,4,8,1,1,1,1,47,34,4,3,7,6,4,4,5,5,3,2,2, ,1,1000,210,1210,1000,210,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08994,4,1,1,1,1,1,1,3,2,2,1,1, , , , , , , , , , , , , , , , , ,7513,1071,3,2,1,3,11,11,11,11,11,11,0,0,0,0,0,0,0,0,66,1, ,2, ,2,1,2,260,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,7513,2, , ,2, , ,2, , ,2, , ,1,1,4,1,1,1,6,1,1,1,2,5,1,1,1,1,10,8,2,1,3,4,2,2,3,7,7,1,1,1,1,1125.8,0,1125.8,1125.8,0,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08994,4,1,1,1,1,1,1,3,3,3,1,1, , , , , , , , , , , , , , , , , ,3322,8530,3,1,3,60,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1, ,2, ,2,3,3,537,0, , , , , ,0,1,2,13,01,04, , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,5141,2, , ,2, , ,2, , ,2, , ,1,2,3,2,2, , , ,1,2,3,7,1,1,1,1,85,44,9,4,16,8,6,5,10,3,5,2,2, ,1,1074,0,1074,1074,0,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10811,09184,13,1,1,3,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,5120,5610,2, ,1,4,10,10,10,10,10,14,14,0,0,0,0,0,0,0,78,1, ,2, ,2, , , , ,1200,35,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,1,7513,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,1,3,6,1,1,1,1,56,40,5,4,9,8,6,5,8,5,7,2,2,1,1, , ,1235,1200,35,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10811,09184,13,1,1,3,1,1,1,3,2,1,1,2, , , , , , , , , , , , , , , , , ,9412,5610,4, ,1,4,2,5,5,5,2,5,5,0,0,0,0,0,0,0,29,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,5120,2, , ,2, , ,2, , ,2, , ,1,1,4,2,2, , , ,1,2,4,8,1,1,1,1,56,40,5,4,9,8,6,5,8,9,5,2,2, , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10811,09184,13,1,1,3,1,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10811,09185,14,1,1,3,1,1,1,4,1,1,1,1, , , , , , , , , , , , , , , , , ,7422,9512,1, ,1,2,7,12,12,12,12,12,12,0,0,0,0,0,0,0,79,1, ,2, ,2, , , , ,1100,0,0, , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,2,1,7129,2, , ,2, , ,2, , ,2, , ,1,2,2,1,2, , , ,1,1,4,8,1,1,1,1,95,31,2,1,19,8,6,5,11,7,7,2,2, ,1, , ,1100,1100,0,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10811,09185,14,1,1,3,1,1,1,4,2,2,1,1, , , , , , , , , , , , , , , , , ,5120,5610,3,2,3,100,12,12,12,12,0,12,12,0,0,0,0,0,0,0,72,1, ,2, ,2,1,3,750,120, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1491,2, , ,2, , ,2, , ,2, , ,1,2,4,1,2, , , ,1,2,3,7,1,1,1,1,56,40,5,4,9,8,6,5,8,5,1,2,2, ,1,1500,240,1740,1500,240,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10811,09185,14,1,1,3,1,1,1,4,3,3,1,1, , , , , , , , , , , , , , , , , ,5212,4741,3,2,1,20,13,12,12,12,0,12,12,0,0,0,0,0,0,0,73,1, ,2, ,2,1,3,600,0, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,2,4,1,1,1,1,47,34,4,3,7,6,4,4,5,5, ,1,1, ,1,1200,0,1200,1200,0,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10811,09185,14,1,1,3,1,1,1,4,4,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,3, , , , , , , , , , , , , , , ,0,0, , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10812,09172,18,1,1,2,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,8322,4922,3,1,1,19,13,13,13,0,13,13,13,0,0,0,0,0,0,0,78,1, ,2, ,2,1,2,300,0, , , , , ,0,1,2,13,01,01, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,1,3314,2, , ,2, , ,2, , ,2, , ,1,1,3,1,2, , , ,1,1,4,8,1,1,1,1,49,35,6,4,8,7,5,5,6,8,3,2,2, ,1,1299,0,1299,1299,0,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10812,09172,18,1,1,2,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1,0,0,0,0,1,0,1,0,0,1,4, , , , , , , ,3,1,5212,2, , ,2, , ,2, , ,2, , ,1,1,3,1,2, , , ,1,2,3,7,2,1,1,1, , , , , , , , , , , ,2,2, , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10812,09172,18,1,1,2,1,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10812,09173,19,1,1,2,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , ,9313,4100,3,2,1,4,0,8,8,8,8,8,6,0,0,0,0,0,0,0,46,1, ,2, ,2,1,2,300,78, , , , , ,0,1,2,13,12,01, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,2,1,5413,2, , ,2, , ,2, , ,2, , ,1,1,4,2,2, , , ,1,1,3,7,1,1,1,1,41,33,3,2,6,5,3,3,4,9,5,2,2, , ,1299,337.74,1636.74,1299,337.74,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10812,09174,7,1,1,2,1,1,1,10,1,1,1,1, , , , , , , , , , , , , , , , , ,3314,7500,3,2,1,6,0,9,9,10,9,9,7,0,0,0,0,0,0,0,53,1, ,2, ,2,1,3,600,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,4321,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,4,9,1,1,1,1,75,43,9,4,13,8,6,5,9,3,4,2,2,1,1,1200,0,1200,1200,0,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10812,09174,7,1,1,2,1,1,1,10,2,2,1,1, , , , , , , , , , , , , , , , , ,5212,4773,3,2,1,12,0,8,8,8,8,8,8,3,0,3,0,3,0,0,57,1, ,2, ,2,1,3,600,30, , , ,100,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3119,2, , ,2, , ,2, , ,2, , ,1,2,3,2,2, , , ,1,2,4,8,1,1,1,1,47,34,4,3,7,6,4,4,5,5,3,2,2,1,1,1200,60,1360,1300,60,25.2908669863495
