CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,INF_600,P601,P602,P603,P604,P605_1,P605_2,P605_3,P605_4,P605_5,P605_6,P605_7,P605_8,P605_9,P605_10,P605_11,P605_12,P606,P607,P608,P609_COD,P611_COD,P612,P613,P614,P614_T,P615_1,P615_2,P615_3,P615_4,P615_5,P615_6,P615_7,P615_8,P615_9,P615_10,P615_11,P615_12,P615_13,P615_14,P615_T,P616,P616A,P617,P618,P619,P620,P621,P622_1,P622_2,P623_1,P623_2,P623_3,P624_1,P624_2,P624_3,P624_4,P625,P625A_COD_DEPA,P625_COD_PROV,P625_COD_DIST,P626,P627,P628,P629,P630,P631,P632_1,P632_2,P632_3,P632_4,P632_5,P632_6,P632_7,P632_8,P632_9,P632_10,P632_I,P633,P634_1,P634_2,P634_3,P634_4,P634_5,P634_6,P634_7,P635,P636,P637_COD,P638_1,P638_1_1,P638_1_2,P638_2,P638_2_1,P638_2_2,P638_3,P638_3_1,P638_3_2,P638_4,P638_4_1,P638_4_2,P639_1,P639_1_1,P639_1_2,P639_1_3,P639_2,P639_2_1,P639_2_2,P639_2_3,POB_MIGRANTE,SEXO,EDAD_SIMPLE,EDAD_QUINQUENAL,OCUP600,PETA1,CONDACTIV,PEA,div,RAMA02A,rama01,rrama,secc,nrama1,nrama2,nrama3,nrama12,GOCUP_PERU,GOCUP_VENEZUELA,GEDAD1,GEDAD2,P625_D,P625_P,M622_1,M622_2,INGTOT,INGTOT_MONETARIO,INGTOT_NO_MONETARIO,factorfinal
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19492,12,1,1,4,1,1,1,2,2,2,1,1, , , , , , , , , , , , , , , , , ,7322,3100,2, ,1,1,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1, ,2, ,2, , , , ,800,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,1,1,3,1,2, , , ,1,2,3,6,1,1,1,1,31,16,2,1,3,4,2,2,3,7, ,2,2,1,1, , ,800,800,0,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19494,23,1,1,4,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,9411,5610,2, ,1,2,5,5,5,0,5,5,5,0,0,0,12,0,0,0,42,1, ,1,1,1, , , , ,500,0,0,50,10,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,9411,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,2,4,8,1,1,1,1,56,40,5,4,9,8,6,5,8,9,9,2,2,1,1, , ,560,550,10,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19494,23,1,1,4,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , ,9411,5610,4, ,1,2,3,2,2,0,2,2,2,0,0,0,0,0,0,0,13,1, ,1,1, , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,0,1,0,0,0,0,0, ,3, , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,2,4, , , , ,56, , , ,9,8,6,5,8, , ,1,1, , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19494,23,1,1,4,1,1,1,3,3,3,1,1, , , , , , , , , , , , , , , , , ,9412,5610,3,2,1,4,8,8,8,0,8,8,8,0,0,0,0,0,0,0,48,1, ,2, ,2,1,2,250,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,5,12,1,1,1,1,56,40,5,4,9,8,6,5,8,9, ,3,3,1,1,1082.5,0,1082.5,1082.5,0,199.546028779666
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19495,13,1,1,4,1,1,1,5,1,1,1,1, , , , , , , , , , , , , , , , , ,7421,9522,2, ,1,2,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1, ,1,1,2, , , , ,1500,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,1,5411,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,1,4,10,1,1,1,1,95,41,11,4,19,8,6,5,11,7,5,3,3,1,1, , ,1500,1500,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19495,13,1,1,4,1,1,1,5,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,1,2, , , , , , , , , , , , , , , , , , , , ,3,1,9549,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,4,8,4,1,2, , , , , , , , , , , , ,2,2, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19495,13,1,1,4,1,1,1,5,3,3,2, ,2,2,2,1,2,2,2,2,2,2,2,2,2,2, , , ,2359,8549,2, ,1,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,5,1, ,2, ,2, , , , ,20,0,0,10,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,2,4,1,1,1,1,85,44,9,4,16,8,6,5,10, , ,1,1,1,1, , ,30,30,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19495,13,1,1,4,1,1,1,5,4,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,3, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19495,13,1,1,4,1,1,1,5,5,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19497,15,2,1,4,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , ,7322,9524,2, ,1,1,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1, ,2, ,2, , , , ,1000,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,3,1,9549,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,2,3,7,1,1,1,1,95,41,11,4,19,8,6,5,11,7,9,2,2,1,1, , ,1000,1000,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19497,15,2,1,4,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19497,15,2,2,4,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,7111,4100,2, ,1,2,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1, ,2, ,2, , , , ,1200,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,2, ,2, , ,2, , ,2, , ,2, , ,1,1,3,1,2, , , ,1,1,2,5,1,1,1,1,41,33,3,2,6,5,3,3,4,7, ,1,1,1,1, , ,1200,1200,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19497,15,2,2,4,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,2, , , , , , , , , , , , , , , , , , , , , ,1,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,2,4,4,1,2, , , , , , , , , , , , ,1,1, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19497,15,2,2,4,1,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19499,25,1,1,4,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,5131,5610,3,2,1,4,8,8,8,8,8,0,8,0,0,0,0,0,0,0,48,1, ,2, ,2,1,2,180,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,1,4120,2, , ,2, , ,2, , ,2, , ,1,1,6,1,2, , , ,1,2,3,7,1,1,1,1,56,40,5,4,9,8,6,5,8,5,4,2,2,1,1,779.4,0,779.4,779.4,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19499,25,1,1,4,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,2,3, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19499,25,1,1,4,1,1,1,3,3,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17493,19348,49,1,1,3,1,1,1,1,1,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,1,2, , , , , , , , , , , , , , , , , , , , ,3,1,8322,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,5,13,4,1,2, , , , , , , , , , , , ,3,3, , , , , , , ,399.092057559333
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17499,19343,44,1,1,4,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , ,5223,4752,3,2,1,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,77,1, ,2, ,1,1,2,370,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,7111,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,4,9,1,1,1,1,47,34,4,3,7,6,4,4,5,5,7,2,2,1,1,1602.1,0,1602.1,1602.1,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17499,19344,45,1,1,4,1,1,1,1,1,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,0,1,0,0,0,0,0, ,3, , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,2,5, , , , , , , , , , , , , , , ,1,1, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19485,7,1,1,4,1,1,1,5,1,1,1,1, , , , , , , , , , , , , , , , , ,7111,4100,2, ,1,3,10,0,0,10,0,10,10,0,0,0,0,0,0,0,40,2,50,1,1,1, , , , ,1000,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,2,4,1,1,1,1,41,33,3,2,6,5,3,3,4,7, ,1,1,1,1, , ,1000,1000,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19485,7,1,1,4,1,1,1,5,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,1,1,0,0,0,0,0,5,2, , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,3,6,2,1,1,1, , , , , , , , , , , ,2,2, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19485,7,1,1,4,1,1,1,5,3,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,3, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19485,7,1,1,4,1,1,1,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19485,7,1,1,4,1,1,1,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19486,8,1,1,4,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , ,7111,4100,2, ,1,5,10,10,10,0,0,10,10,0,0,0,0,0,0,0,50,1, ,2, ,2, , , , ,1500,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,1,2,5,1,1,1,1,41,33,3,2,6,5,3,3,4,7, ,1,1,1,1, , ,1500,1500,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19486,8,1,1,4,1,1,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,0,1,0,0,0,0,0, ,2, , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,3,6, , , , , , , , , , , , , , , ,2,2, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19488,20,1,1,4,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,7355,1393,3,2,1,3,0,10,10,10,10,10,5,0,0,0,0,0,0,0,55,1, ,2, ,2,1,2,250,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,3,1,3152,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,4,8,1,1,1,1,13,12,2,1,3,4,2,2,3,7,3,2,2,1,1,1082.5,0,1082.5,1082.5,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19488,20,1,1,4,1,1,1,3,2,2,1,1, , , , , , , , , , , , , , , , , ,7355,1393,3,2,1,15,5,10,10,10,10,10,5,0,0,0,0,0,0,0,60,1, ,2, ,2,1,2,250,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2341,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,3,7,1,1,1,1,13,12,2,1,3,4,2,2,3,7, ,2,2,1,1,1082.5,0,1082.5,1082.5,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17518,19488,20,1,1,4,1,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19478,16,1,1,3,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , ,9411,5610,2, ,1,1,10,10,10,10,0,10,10,0,0,0,0,0,0,0,60,1, ,1,2,2, , , , ,900,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,1,1,8311,2, , ,2, , ,2, , ,2, , ,1,1,2,1,2, , , ,1,1,4,8,1,1,1,1,56,40,5,4,9,8,6,5,8,9,8,2,2,1,1, , ,900,900,0,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19478,16,1,1,3,1,1,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , , ,9411,5610,4, ,1,2,3,5,0,0,0,5,3,0,0,0,0,0,0,0,16,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,2,4,1,1,1,1,56,40,5,4,9,8,6,5,8,9, ,1,1, , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19480,4,1,1,3,1,1,1,6,1,1,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0,0,1,0,0,0,0,0, ,4,1,0,0,0,0,0,0,3,1,9549,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,4,10, , , , , , , , , , , , , , , ,3,3, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19480,4,1,1,3,1,1,1,6,2,2,1,1, , , , , , , , , , , , , , , , , ,9313,4100,3,2,1,15,8,12,12,12,12,12,5,0,0,0,0,0,0,0,73,1, ,2, ,2,1,2,300,0, , , , , ,0,1,2,15,01,36, , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,9549,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,1,4,11,1,1,1,1,41,33,3,2,6,5,3,3,4,9,9,3,3, , ,1299,0,1299,1299,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19480,4,1,1,3,1,1,1,6,3,3,1,1, , , , , , , , , , , , , , , , , ,9313,4100,3,2,1,15,8,10,10,10,10,10,0,0,0,0,0,0,0,0,58,1, ,2, ,2,1,2,300,60, , , , , ,0,1,2,07,01,01, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,3,7,1,1,1,1,41,33,3,2,6,5,3,3,4,9, ,2,2, ,1,1299,259.8,1558.8,1299,259.8,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19480,4,1,1,3,1,1,1,6,4,4,1,1, , , , , , , , , , , , , , , , , ,9112,8121,2, ,1,4,9,10,10,9,9,9,0,0,0,0,0,0,0,0,56,1, ,2, ,1, , , , ,800,0,0, , ,0,1,2,15,01,36, , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,9112,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,2,2,5,1,1,1,1,81,39,8,4,14,8,6,5,9,9,9,1,1, , , , ,800,800,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19480,4,1,1,3,1,1,1,6,5,4,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19480,4,1,1,3,1,1,1,6,6,6,1,1, , , , , , , , , , , , , , , , , ,8322,4922,2, ,1,1,12,10,10,10,10,12,12,0,0,0,0,0,0,0,76,1, ,2, ,2, , , , ,700,0,0, , ,0,1,2,07,01,01, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,2,5,1,1,1,1,49,35,6,4,8,7,5,5,6,8, ,1,1, ,1, , ,700,700,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19481,5,1,1,3,1,1,1,7,1,1,1,1, , , , , , , , , , , , , , , , , ,7212,2592,2, ,1,1,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1, ,2, ,2, , , , ,2000,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,1,9549,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,1,2,5,1,1,1,1,25,27,2,1,3,4,2,2,3,7,9,1,1,1,1, , ,2000,2000,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19481,5,1,1,3,1,1,1,7,2,2,2, ,1, , , , , , , , , , , , , ,3, , ,3240,7500,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,2, ,2,6,2,240,0, , , , , ,0,1,2,15,01,25, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,1,1,4,1,2, , , ,1,2,4,8,1,1,1,1,75,43,9,4,13,8,6,5,9,3, ,2,2, , ,1039.2,0,1039.2,1039.2,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19481,5,1,1,3,1,1,1,7,3,3,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,1,1,6, , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,2,4,4,1,2, , , , , , , , , , , , ,1,1, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19481,5,1,1,3,1,1,1,7,4,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,2,1,3, , , , , , , , , , , , , , , ,0,0, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19481,5,1,1,3,1,1,1,7,5,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19481,5,1,1,3,1,1,1,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , , , , , , , ,0,0, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19481,5,1,1,3,1,1,1,7,7,7,1,1, , , , , , , , , , , , , , , , , ,8142,2220,3,2,1,15,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1, ,2, ,2,1,2,250,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,3521,2, , ,2, , ,2, , ,2, , ,1,1,2,1,2, , , ,1,1,2,4,1,1,1,1,22,23,2,1,3,4,2,2,3,8,3,1,1,1,1,1082.5,0,1082.5,1082.5,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19483,18,1,1,3,1,1,1,3,1,1,1,1, , , , , , , , , , , , , , , , , ,9112,8121,3,2,1,5,8,9,9,0,8,0,9,0,0,0,0,0,0,0,43,1, ,2, ,2,1,3,500,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,1,3,7,1,1,1,1,81,39,8,4,14,8,6,5,9,9, ,2,2,1,1,1000,0,1000,1000,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19483,18,1,1,3,1,1,1,3,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,1,2, , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , ,2, , ,2, , ,2, , ,2, , , ,2, , , ,1,2,2,5,4,1,2, , , , , , , , , , , , ,1,1, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19483,18,1,1,3,1,1,1,3,3,2,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,8,2, , , , , , , , , , , , , , , , , , , , , ,3,2, , , , , , , , , , , , , , , , , , , , , ,1,1,1,2, , , , , , , , , , , , , , , ,0,0, , , , , , , ,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19484,19,1,1,3,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , ,9621,5320,2, ,1,2,9,9,9,9,0,9,9,0,0,0,0,0,0,0,54,1, ,1,2,2, , , , ,900,0,0, , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,9621,2, , ,2, , ,2, , ,2, , ,1,1,2,1,2, , , ,1,1,3,6,1,1,1,1,53,35,6,4,8,7,5,5,6,9,9,2,2,1,1, , ,900,900,0,99.7730143898332
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17519,19484,19,1,1,3,1,1,1,2,2,2,1,1, , , , , , , , , , , , , , , , , ,5131,5610,3,2,1,5,9,9,0,9,9,9,9,0,0,0,0,0,0,0,54,1, ,1,2,2,1,3,450,0, , , , , ,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,4417,2, , ,2, , ,2, , ,2, , ,1,1,2,1,2, , , ,1,2,2,5,1,1,1,1,56,40,5,4,9,8,6,5,8,5,4,1,1,1,1,900,0,900,900,0,99.7730143898332
